VV_L,VH_L,projectedInc,name,type_1st_h,image_date_time_utc,sensor,count,inc_class,image_date,year,image_date_time_ksa
0.08728379365502995,0.014910002073498387,42.574746746524696,137E,wheat,2014-10-18 15:31:00,S1A,6762,high,2014-10-18,2014,2014-10-18 18:31:00
0.07651439949218197,0.013702744720644778,42.48950516777573,138,wheat,2014-10-18 15:31:00,S1A,7063,high,2014-10-18,2014,2014-10-18 18:31:00
0.07156656519463538,0.014502042665776965,42.612230036942314,115E,wheat,2014-10-18 15:31:00,S1A,7038,high,2014-10-18,2014,2014-10-18 18:31:00
0.07711432327153617,0.014765636599197343,42.53070676193282,127E,wheat,2014-10-18 15:31:00,S1A,6788,high,2014-10-18,2014,2014-10-18 18:31:00
0.07895767350346156,0.014605459917139373,42.50672190517998,139E,wheat,2014-10-18 15:31:00,S1A,6834,high,2014-10-18,2014,2014-10-18 18:31:00
0.04398415346768519,0.005847389364541199,42.723796786459886,E57,barely,2014-10-18 15:31:00,S1A,6706,high,2014-10-18,2014,2014-10-18 18:31:00
0.07710583256740196,0.014675909969022332,42.61095225127088,116E,wheat,2014-10-18 15:31:00,S1A,6885,high,2014-10-18,2014,2014-10-18 18:31:00
0.06270938400576369,0.00800369365300042,42.688322526416904,E48,wheat,2014-10-18 15:31:00,S1A,5205,high,2014-10-18,2014,2014-10-18 18:31:00
0.0676478363042875,0.014373116247284148,43.06536935575288,E19,alfaalfa,2014-10-18 15:31:00,S1A,5293,high,2014-10-18,2014,2014-10-18 18:31:00
0.08575369755556689,0.016923172525333628,42.53843517763277,128E,wheat,2014-10-18 15:31:00,S1A,5517,high,2014-10-18,2014,2014-10-18 18:31:00
0.09742460200207227,0.020065283525515377,42.461976998708195,140E,wheat,2014-10-18 15:31:00,S1A,6967,high,2014-10-18,2014,2014-10-18 18:31:00
0.07894356870461126,0.00828540078462449,42.649275560091134,E58,wheat,2014-10-18 15:31:00,S1A,5267,high,2014-10-18,2014,2014-10-18 18:31:00
0.08937308256474774,0.016169173119022322,42.64213562900407,117E,wheat,2014-10-18 15:31:00,S1A,6868,high,2014-10-18,2014,2014-10-18 18:31:00
0.10289126071636152,0.0204635793058999,42.523884771868644,129E,wheat,2014-10-18 15:31:00,S1A,6882,high,2014-10-18,2014,2014-10-18 18:31:00
0.10175940259890973,0.021371092076211674,42.71264104456294,E49,wheat,2014-10-18 15:31:00,S1A,5251,high,2014-10-18,2014,2014-10-18 18:31:00
0.09054889834483877,0.017820197940314586,42.956898628613786,E1,wheat,2014-10-18 15:31:00,S1A,6745,high,2014-10-18,2014,2014-10-18 18:31:00
0.04339714926704674,0.005335063426929921,42.62647370012092,E59,wheat,2014-10-18 15:31:00,S1A,6616,high,2014-10-18,2014,2014-10-18 18:31:00
0.07909140488968566,0.014880227902767596,42.488210227272724,118E,wheat,2014-10-18 15:31:00,S1A,6820,high,2014-10-18,2014,2014-10-18 18:31:00
0.057624979603199594,0.007210264465296205,42.588271620035215,E50,wheat,2014-10-18 15:31:00,S1A,5111,high,2014-10-18,2014,2014-10-18 18:31:00
0.0841413838389421,0.0162040342489454,43.00864533279943,C67,wheat,2014-10-18 15:31:00,S1A,5619,high,2014-10-18,2014,2014-10-18 18:31:00
0.0791485745982507,0.015192951303106923,42.45247608276476,142E,wheat,2014-10-18 15:31:00,S1A,6742,high,2014-10-18,2014,2014-10-18 18:31:00
0.09251274299341501,0.018380925518825714,43.19567272393539,106C,wheat,2014-10-18 15:31:00,S1A,6810,high,2014-10-18,2014,2014-10-18 18:31:00
0.022472402682507636,0.002406811021070377,42.78212502229356,E41,alfaalfa,2014-10-18 15:31:00,S1A,5607,high,2014-10-18,2014,2014-10-18 18:31:00
0.08486059543576896,0.016000167364881822,43.23221048549005,C61,wheat,2014-10-18 15:31:00,S1A,5479,high,2014-10-18,2014,2014-10-18 18:31:00
0.11465452904325225,0.01939144411382604,42.62505210376618,E51,wheat,2014-10-18 15:31:00,S1A,5098,high,2014-10-18,2014,2014-10-18 18:31:00
0.10227976095572157,0.020451646365507697,42.45413174198251,131E,wheat,2014-10-18 15:31:00,S1A,6860,high,2014-10-18,2014,2014-10-18 18:31:00
0.11505588399159243,0.022410340978009667,42.79462728601056,E22,wheat,2014-10-18 15:31:00,S1A,5304,high,2014-10-18,2014,2014-10-18 18:31:00
0.07740628665151737,0.014984097303908655,43.17441998973757,C55,wheat,2014-10-18 15:31:00,S1A,6821,high,2014-10-18,2014,2014-10-18 18:31:00
0.10001671435517655,0.019873547739500345,42.50527846349491,120E,wheat,2014-10-18 15:31:00,S1A,6684,high,2014-10-18,2014,2014-10-18 18:31:00
0.09229997222051656,0.016802720896710508,43.27502456166868,104C,wheat,2014-10-18 15:31:00,S1A,6616,high,2014-10-18,2014,2014-10-18 18:31:00
0.11015465245965562,0.02068679818565472,43.109998280605225,C60,wheat,2014-10-18 15:31:00,S1A,5089,high,2014-10-18,2014,2014-10-18 18:31:00
0.110986801956728,0.022090584933070565,42.80560626441199,E23,wheat,2014-10-18 15:31:00,S1A,5204,high,2014-10-18,2014,2014-10-18 18:31:00
0.07637145901903694,0.014481343163384331,43.32660108024692,C49,wheat,2014-10-18 15:31:00,S1A,6480,high,2014-10-18,2014,2014-10-18 18:31:00
0.09929308486451931,0.01980592578912853,42.76119801671149,E33,wheat,2014-10-18 15:31:00,S1A,5206,high,2014-10-18,2014,2014-10-18 18:31:00
0.09541052889081829,0.01677208677445615,43.25755686352753,103C,wheat,2014-10-18 15:31:00,S1A,5012,high,2014-10-18,2014,2014-10-18 18:31:00
0.035917621073201685,0.003275069185650208,43.18717359218892,C59,alfaalfa,2014-10-18 15:31:00,S1A,6606,high,2014-10-18,2014,2014-10-18 18:31:00
0.09205202291940005,0.017663216044884602,43.23019441793893,C43,wheat,2014-10-18 15:31:00,S1A,5240,high,2014-10-18,2014,2014-10-18 18:31:00
0.11386439958964949,0.021755034629862637,42.65000956388676,E24,wheat,2014-10-18 15:31:00,S1A,5228,high,2014-10-18,2014,2014-10-18 18:31:00
0.09630944299855437,0.017148336156705867,43.132312631420845,C48,wheat,2014-10-18 15:31:00,S1A,6658,high,2014-10-18,2014,2014-10-18 18:31:00
0.0953490348514773,0.01913902928360119,43.34352921978191,102C,wheat,2014-10-18 15:31:00,S1A,6511,high,2014-10-18,2014,2014-10-18 18:31:00
0.02286879536342306,0.0022676290528007305,42.45783585711512,E63,alfaalfa,2014-10-18 15:31:00,S1A,5151,high,2014-10-18,2014,2014-10-18 18:31:00
0.09412318876951216,0.017926900303408065,43.317544459644324,101C,wheat,2014-10-18 15:31:00,S1A,5117,high,2014-10-18,2014,2014-10-18 18:31:00
0.030105976143268622,0.002525950552607657,43.09981424825175,C58,alfaalfa,2014-10-18 15:31:00,S1A,5148,high,2014-10-18,2014,2014-10-18 18:31:00
0.04839656071291877,0.010386893705721661,42.74751140730067,E25,wheat,2014-10-18 15:31:00,S1A,5205,high,2014-10-18,2014,2014-10-18 18:31:00
0.06707590147944993,0.014170451374470476,43.046141069221264,C47,alfaalfa,2014-10-18 15:31:00,S1A,4854,high,2014-10-18,2014,2014-10-18 18:31:00
0.028339018710143365,0.0025267996091151265,42.44808748082087,E70,alfaalfa,2014-10-18 15:31:00,S1A,5214,high,2014-10-18,2014,2014-10-18 18:31:00
0.09382558740994346,0.018825057508416676,43.34110530155642,100C,wheat,2014-10-18 15:31:00,S1A,5140,high,2014-10-18,2014,2014-10-18 18:31:00
0.018193860240626667,0.0017921346969685817,43.2302849474646,C36,alfaalfa,2014-10-18 15:31:00,S1A,6567,high,2014-10-18,2014,2014-10-18 18:31:00
0.06335998215352404,0.012475287453910343,43.02456699980594,C51,alfaalfa,2014-10-18 15:31:00,S1A,5153,high,2014-10-18,2014,2014-10-18 18:31:00
0.03984618262161592,0.010115324886815404,42.35149164530757,E68,alfaalfa,2014-10-18 15:31:00,S1A,5072,high,2014-10-18,2014,2014-10-18 18:31:00
0.054994208413131976,0.012833694184952707,42.72903838753127,E17,wheat,2014-10-18 15:31:00,S1A,5197,high,2014-10-18,2014,2014-10-18 18:31:00
0.06412586187705016,0.013989124542627579,42.83366511418269,C56,alfaalfa,2014-10-18 15:31:00,S1A,4992,high,2014-10-18,2014,2014-10-18 18:31:00
0.01921085396198311,0.0018070271095915061,43.45420194592989,C99,alfaalfa,2014-10-18 15:31:00,S1A,6732,high,2014-10-18,2014,2014-10-18 18:31:00
0.05141388449141277,0.011936722319409843,42.68034397834029,E27,wheat,2014-10-18 15:31:00,S1A,3832,high,2014-10-18,2014,2014-10-18 18:31:00
0.06076892921489575,0.01224643166586115,43.115186961628815,C50,alfaalfa,2014-10-18 15:31:00,S1A,6385,high,2014-10-18,2014,2014-10-18 18:31:00
0.05866351733727986,0.014204932814642066,42.72232670134983,E18,wheat,2014-10-18 15:31:00,S1A,3556,high,2014-10-18,2014,2014-10-18 18:31:00
0.05194988340466545,0.01209980794664334,42.54934167537898,E66,wheat,2014-10-18 15:31:00,S1A,3826,high,2014-10-18,2014,2014-10-18 18:31:00
0.0557051246767726,0.011634422946129937,42.841215709788635,C75,alfaalfa,2014-10-18 15:31:00,S1A,6671,high,2014-10-18,2014,2014-10-18 18:31:00
0.05691182758921758,0.013071921830479673,42.505883221740845,E74,wheat,2014-10-18 15:31:00,S1A,5078,high,2014-10-18,2014,2014-10-18 18:31:00
0.021304915638898643,0.0023851910423250233,43.48389513108614,C119,alfaalfa,2014-10-18 15:31:00,S1A,6675,high,2014-10-18,2014,2014-10-18 18:31:00
0.05412449153764297,0.012603093408317358,42.647046399792046,E65,wheat,2014-10-18 15:31:00,S1A,3847,high,2014-10-18,2014,2014-10-18 18:31:00
0.05004240097262416,0.00982812307413342,43.26528659447349,C97,alfaalfa,2014-10-18 15:31:00,S1A,5356,high,2014-10-18,2014,2014-10-18 18:31:00
0.056866328085876924,0.013573155288518815,42.79489209097958,E73,wheat,2014-10-18 15:31:00,S1A,3869,high,2014-10-18,2014,2014-10-18 18:31:00
0.029670684002198192,0.0025743207460120605,43.064453422053234,C118,alfaalfa,2014-10-18 15:31:00,S1A,6575,high,2014-10-18,2014,2014-10-18 18:31:00
0.05789853308562931,0.013253632193721493,43.23666481755424,C32,wheat,2014-10-18 15:31:00,S1A,5070,high,2014-10-18,2014,2014-10-18 18:31:00
0.052400442270132214,0.013082875561676744,42.47853095565149,E72,wheat,2014-10-18 15:31:00,S1A,5096,high,2014-10-18,2014,2014-10-18 18:31:00
0.0500063469768234,0.008800925571533657,43.25857200834879,C95,alfaalfa,2014-10-18 15:31:00,S1A,5390,high,2014-10-18,2014,2014-10-18 18:31:00
0.05339014740735684,0.011927195036155932,43.06949337655017,C91,wheat,2014-10-18 15:31:00,S1A,5322,high,2014-10-18,2014,2014-10-18 18:31:00
0.041578630538830985,0.01312000394182504,42.99220519535674,C94,alfaalfa,2014-10-18 15:31:00,S1A,5298,high,2014-10-18,2014,2014-10-18 18:31:00
0.03259466916281698,0.0029507350752905307,42.660805115981915,C25,alfaalfa,2014-10-18 15:31:00,S1A,5087,high,2014-10-18,2014,2014-10-18 18:31:00
0.029137988988903987,0.0023378014679692216,43.10172101449275,C115,alfaalfa,2014-10-18 15:31:00,S1A,5175,high,2014-10-18,2014,2014-10-18 18:31:00
0.03758610966541682,0.011139397591319556,43.12901120261318,C93,alfaalfa,2014-10-18 15:31:00,S1A,5434,high,2014-10-18,2014,2014-10-18 18:31:00
0.03670787626673351,0.00821842632227243,42.76461781358885,C24,alfaalfa,2014-10-18 15:31:00,S1A,5166,high,2014-10-18,2014,2014-10-18 18:31:00
0.0469543345194042,0.010415820897781388,42.55172068254696,C2,wheat,2014-10-18 15:31:00,S1A,6549,high,2014-10-18,2014,2014-10-18 18:31:00
